Time (ms), PV cell voltage (mV), Biosensor current (nA)
783381,489.375,1184.75,
783558,493.125,1193.5,
783780,490.625,1183.125,
783964,490.25,1192.375,
784173,493.5,1185.75,
784379,489.5,1183.875,
784573,492.875,1193.375,
784797,491.125,1183.375,
784985,489.875,1192,
785183,493.5,1187.375,
785411,489.625,1183,
785611,492.75,1193.125,
785813,492,1183.625,
785996,489.625,1191.875,
786205,493.5,1190.125,
786402,489.625,1182.375,
786605,492.5,1192.875,
786828,492.75,1183.875,
787030,489.375,1190.875,
787217,493.5,1191.875,
787418,490,1182.25,
787621,492,1192.25,
787842,493,1183.875,
788031,489.375,1189.625,
788249,493.375,1192.625,
788437,490,1182.375,
788635,491.375,1192.25,
788839,493.25,1184.25,
789045,489.375,1186.375,
789245,493.25,1193.75,
789448,490.375,1182.75,
789652,490.5,1192,
789855,493.5,1185,
790058,489.375,1184.75,
790261,493.125,1193.75,
790485,490.875,1183.125,
790672,490.125,1191.875,
790877,493.5,1186.625,
791073,489.5,1183.125,
791276,492.875,1193.75,
791502,491.5,1183.375,
791690,489.75,1192,
791906,493.5,1188.75,
792111,489.625,1182.375,
792296,492.75,1193.125,
792495,492.25,1183.5,
792716,489.5,1191.625,
792908,493.5,1190,
793105,489.625,1182.25,
793328,492.5,1192.75,
793514,492.625,1183.75,
793715,489.375,1190.5,
793936,493.375,1191.875,
794123,489.875,1182,
794323,491.625,1192.125,
794527,493.125,1183.875,
794752,489.375,1188.375,
794933,493.25,1192.875,
795155,490.125,1182.125,
795338,491.125,1191.5,
795562,493.375,1184.5,
795746,489.375,1186.125,
795949,493.125,1193.625,
796151,490.5,1182.5,
796355,490.5,1191.625,
796558,493.375,1185,
796760,489.375,1185.125,
796964,493,1193.625,
797170,490.75,1182.875,
797370,490.125,1191.875,
797593,493.5,1186,
797777,489.5,1183.625,
797986,492.875,1193.5,
798188,491.5,1183.5,
798386,489.75,1191.5,
798589,493.5,1187.625,
798793,489.5,1182.875,
798995,492.75,1193.5,
799198,491.75,1183.625,
799403,489.5,1191.375,
799605,493.375,1189.625,
799807,489.625,1182.125,
800032,492.375,1193,
800219,492.5,1183.875,
800418,489.375,1190.875,
800641,493.375,1190.75,
800829,489.75,1181.875,
801027,492.125,1192.625,
801230,492.875,1183.875,
801437,489.375,1190.25,
801636,493.375,1192.125,
801861,489.875,1182,
802064,491.75,1192.25,
802249,493.25,1184.375,
802455,489.375,1188.75,
802659,493.25,1193.125,
802854,490.25,1182.375,
803059,490.875,1191.75,
803261,493.5,1185.125,
803484,489.375,1186.25,
803671,493.125,1193.875,
803875,490.75,1182.5,
804074,490.25,1191.375,
804277,493.5,1186,
804485,489.375,1184.375,
804683,492.875,1193.75,
804895,491.125,1183,
805112,489.875,1191.25,
805315,493.5,1186.75,
805514,489.5,1183.375,
805704,492.875,1193.625,
805902,492,1183.5,
806105,489.5,1191,
806307,493.5,1189,
806512,489.625,1182.75,
806715,492.625,1193.375,
806918,492.375,1183.875,
807124,489.375,1190.75,
807324,493.5,1190.125,
807532,489.75,1182,
807731,492.375,1193.375,
807950,492.75,1184.25,
808138,489.375,1190,
808339,493.375,1191.875,
808565,490,1181.75,
808745,491.5,1192.75,
808967,493.25,1185,
809171,489.375,1187.875,
809360,493.25,1192.75,
809557,490.375,1181.875,
809780,490.625,1192.125,
809971,493.5,1185.625,
810187,489.375,1185.75,
810374,493.125,1193.25,
810578,490.875,1182.125,
810777,490.25,1191.5,
811002,493.5,1186.375,
811190,489.375,1184.5,
811386,493,1193.5,
811609,491.25,1182.25,
811797,489.875,1190.625,
812006,493.5,1187.625,
812225,489.5,1183.5,
812402,492.75,1193.5,
812605,491.625,1182.625,
812808,489.625,1190.25,
813012,493.375,1189.125,
813236,489.5,1182.75,
813417,492.625,1193.375,
813644,492.375,1183.125,
813823,489.375,1189.25,
814032,493.25,1189.5,
814233,489.75,1182.25,
814455,492.25,1193.125,
814643,492.75,1184,
814839,489.375,1189.375,
815063,493.25,1190.5,
815263,489.875,1181.75,
815452,491.875,1193,
815653,493,1184.625,
815874,489.375,1188.75,
816081,493.25,1191.375,
816279,490.125,1181.875,
816471,491.375,1192.875,
816687,493.25,1185.125,
816879,489.375,1187.625,
817078,493.25,1192.5,
817276,490.25,1181.875,
817480,490.875,1192.375,
817702,493.375,1185.5,
817890,489.375,1187,
818095,493.125,1192.875,
818292,490.5,1182.125,
818497,490.5,1192.25,
818699,493.5,1185.875,
818924,489.375,1185.75,
819105,493,1193.5,
819330,490.625,1182.125,
819518,490.25,1191.375,
819738,493.5,1185.75,
819939,489.5,1185.375,
820121,493,1193.75,
820324,490.875,1182.5,
820528,490,1191.375,
820737,493.5,1186.625,
820936,489.5,1184.375,
821136,492.875,1193.875,
821359,491.375,1182.75,
821547,489.875,1191.125,
821750,493.5,1187.375,
821949,489.5,1183.5,
822151,492.75,1193.625,
822355,491.875,1183.25,
822576,489.625,1190.875,
822762,493.5,1188.875,
822964,489.625,1182.75,
823167,492.5,1193.375,
823370,492.375,1183.75,
823573,489.375,1190.75,
823779,493.5,1189.625,
823980,489.75,1182,
824187,492.375,1193.25,
824386,492.5,1183.75,
824592,489.25,1190.625,
824792,493.375,1190.75,
825019,489.875,1181.625,
825198,492.25,1192.75,
825402,492.75,1183.875,
825624,489.375,1190.125,
825814,493.375,1191.25,
826011,489.875,1181.625,
826232,492.125,1192.375,
826421,493,1184,
826642,489.375,1189.125,
826843,493.25,1192.5,
827030,490.125,1181.75,
827229,491.375,1191.875,
827454,493.25,1184.125,
827642,489.375,1187.75,
827839,493.25,1193,
828042,490.375,1181.875,
828251,490.875,1191.625,
828449,493.5,1184.5,
828671,489.375,1186.125,
828861,493.125,1193.25,
829058,490.375,1182,
829282,490.625,1191.625,
829466,493.375,1184.25,
829668,489.25,1185.375,
829890,493.125,1193.125,
830073,490.375,1182.25,
830276,490.5,1191.625,
830498,493.5,1184.125,
830686,489.375,1184.75,
830886,493.125,1193.25,
831112,490.5,1182.375,
831291,490.25,1191.75,
831513,493.5,1184.875,
831699,489.375,1183.5,
831921,493,1193,
832109,491,1183,
832317,489.875,1191.625,
832517,493.5,1186.625,
832715,489.5,1182.5,
832917,492.75,1192.875,
833121,491.75,1183.125,
833342,489.5,1191,
833532,493.5,1189.125,
833730,489.625,1181.625,
833954,492.625,1192.375,
834139,492.25,1183.125,
834343,489.375,1190.625,
834550,493.375,1189.75,
834749,489.75,1181.5,
834970,492.25,1191.75,
835151,492.75,1183,
835374,489.25,1189.75,
835558,493.25,1191,
835761,489.75,1181.5,
835988,492,1191.625,
836172,493,1183.125,
836370,489.375,1188.625,
836573,493.25,1191.5,
836777,489.875,1181.375,
836999,491.75,1191.25,
837205,493,1183.25,
837385,489.25,1188.125,
837612,493.25,1192,
837811,490.125,1181.625,
838030,491.375,1191.25,
838198,493.125,1183.375,
838422,489.375,1186.25,
838607,493.125,1192.875,
838818,490.375,1182,
839033,490.625,1191.125,
839213,493.375,1183.875,
839417,489.375,1184.75,
839639,493.125,1192.75,
839823,490.5,1182,
840027,490.375,1191.125,
840236,493.5,1184.375,
840432,489.375,1183.875,
840655,493,1192.75,
840860,490.75,1182.5,
841066,490,1191,
841265,493.5,1185.625,
841454,489.5,1182.875,
841652,492.875,1192.875,
841876,491.25,1182.625,
842061,489.875,1191.125,
842262,493.5,1186,
842464,489.5,1182.75,
842686,492.875,1192.625,
842874,491.5,1182.875,
843076,489.75,1191.25,
843276,493.5,1187.375,
843479,489.5,1181.875,
843682,492.75,1192.25,
843905,492,1182.75,
844089,489.5,1191,
844292,493.5,1188.625,
844516,489.5,1181.5,
844698,492.625,1192.125,
844923,492.25,1182.75,
845110,489.5,1191,
845315,493.375,1189.5,
845516,489.625,1181.875,
845718,492.5,1191.75,
845916,492.375,1182.75,
846127,489.5,1190.875,
846331,493.375,1189.625,
846530,489.625,1182,
846729,492.5,1191.75,
846955,492.25,1182.5,
847140,489.375,1190.5,
847338,493.375,1190.875,
847563,489.75,1182,
847767,492.25,1191.875,
847972,492.75,1182.875,
848151,489.125,1189,
848359,493.375,1192,
848565,489.875,1182,
848770,491.75,1191.75,
848963,493,1182.875,
849167,489.25,1188.625,
849390,493.25,1192.125,
849578,489.75,1182.125,
849776,492,1192.25,
849985,493,1182.5,
850181,489.25,1189.375,
850385,493.375,1191.625,
850609,489.75,1182.125,
850799,492,1192.375,
851013,492.75,1182.625,
851203,489.25,1188.875,
851400,493.375,1191.625,
851625,489.875,1182.5,
851827,491.875,1192.5,
852019,493,1182.75,
852236,489.25,1188.5,
852415,493.375,1191.5,
852619,489.875,1182.625,
852842,491.875,1192.625,
853026,493,1182.875,
853228,489.375,1188.125,
853433,493.375,1191.375,
853658,490,1182.75,
853838,491.625,1192.75,
854064,493.125,1183.375,
854278,489.375,1187.5,
854447,493.25,1191.5,
854651,490,1182.5,
854875,491.75,1193,
855062,493,1183.25,
855259,489.375,1188.125,
855487,493.375,1191,
855666,489.875,1182.375,
855893,491.75,1193.25,
856094,492.875,1183.375,
856280,489.25,1188.625,
856478,493.375,1190.875,
856705,489.875,1182,
856907,492,1193.125,
857097,492.875,1183.5,
857295,489.375,1188.875,
857500,493.375,1191,
857698,489.875,1182.125,
857922,491.75,1193,
858125,493,1183.75,
858311,489.25,1187.875,
858509,493.375,1191.125,
858735,490,1182,
858938,491.5,1193,
859126,493,1184.375,
859327,489.25,1187.875,
859532,493.25,1191.375,
859728,490.125,1181.75,
859938,491.375,1192.875,
860134,493.125,1185,
860358,489.375,1186.75,
860543,493.25,1192.375,
860763,490.5,1181.875,
860985,490.5,1192.5,
861150,493.375,1186.25,
861362,489.375,1185.125,
861576,493,1192.75,
861760,490.75,1181.75,
861963,490.125,1192,
862166,493.375,1186.375,
862376,489.25,1185.125,
862571,493,1193,
862775,490.75,1181.75,
862978,490.125,1191.875,
863181,493.375,1186.5,
863384,489.375,1185.25,
863587,492.875,1192.875,
863790,490.75,1181.875,
864018,490.25,1191.625,
864199,493.375,1185.875,
864417,489.25,1185.25,
864603,492.875,1193,
864806,490.5,1182,
865035,490.25,1191.375,
865236,493.375,1185.875,
865436,489.375,1185,
865627,492.875,1193.25,
865842,490.75,1182.125,
866049,490.125,1191.125,
866249,493.375,1185.75,
866437,489.375,1185,
866635,493,1193.5,
866837,490.75,1182.375,
867062,490.125,1191,
867253,493.375,1185.5,
867447,489.375,1184.5,
867673,492.875,1193.625,
867875,490.875,1182.5,
868080,490,1191.125,
868281,493.375,1185.5,
868468,489.375,1184.25,
868665,493,1193.5,
868877,490.75,1182.5,
869077,490.125,1191.375,
869274,493.5,1184.875,
869499,489.375,1184,
869700,493,1193.25,
869910,490.75,1182.625,
870110,490,1191.125,
870290,493.5,1184.875,
870516,489.375,1183.75,
870704,493,1193.125,
870908,490.75,1182.75,
871134,490.125,1191.25,
871305,493.25,1185,
871509,489.375,1183.625,
871711,493,1192.75,
871935,490.75,1182.625,
872128,490,1191.625,
872331,493.375,1185.875,
872547,489.375,1182.625,
872737,492.875,1192.75,
872945,491,1182.25,
873133,489.625,1191,
873336,493.25,1187.375,
873539,489.375,1181.5,
873742,492.375,1192.25,
873946,492.375,1182.875,
874149,489.125,1190.125,
874352,493.25,1190.375,
874555,489.75,1181.375,
874758,491.875,1192.25,
874962,492.875,1183.75,
875164,489.125,1187.875,
875368,493.125,1192.625,
875571,490,1181.875,
875773,491.375,1192.125,
875977,493.25,1184.875,
876180,489.25,1186.625,
876383,493.125,1193.625,
876586,490.5,1182.375,
876789,490.25,1191.625,
876992,493.375,1186.25,
877195,489.25,1185.25,
877399,493,1194,
877601,490.875,1182.75,
877804,490,1191.75,
878008,493.5,1187,
878219,489.375,1184.75,
878415,492.875,1194.25,
878617,491.375,1183.125,
878820,489.625,1191.625,
879024,493.375,1187.125,
879235,489.375,1184.5,
879432,492.875,1194.25,
879633,491.125,1183.5,
879836,489.75,1191.875,
880039,493.375,1187.5,
880242,489.375,1184,
880467,492.875,1194.375,
880649,491.5,1183.625,
880851,489.625,1191.875,
881055,493.375,1187.875,
881258,489.375,1183.75,
881460,492.75,1193.625,
881664,491.625,1184,
881867,489.5,1191.875,
882070,493.375,1188.75,
882273,489.375,1183.25,
882476,492.625,1194,
882679,491.75,1184.25,
882882,489.5,1191.375,
883086,493.25,1188.75,
883288,489.5,1183.5,
883492,492.75,1194,
883695,491.75,1184.5,
883899,489.5,1192.125,
884101,493.25,1189.375,
884305,489.5,1182.875,
884507,492.5,1193.75,
884710,492,1184.25,
884914,489.5,1192.5,
885117,493.375,1188.75,
885345,489.5,1183.375,
885523,492.625,1193.75,
885726,491.625,1184,
885929,489.625,1192.75,
886132,493.375,1188.125,
886337,489.375,1183.75,
886538,492.75,1193.625,
886742,491.25,1183.875,
886945,489.75,1193.125,
887148,493.375,1187.25,
887351,489.375,1184.5,
887554,492.875,1193.375,
887757,490.875,1183.5,
887960,490,1193.375,
888164,493.375,1187.375,
888366,489.375,1184.125,
888570,492.75,1193.25,
888773,491.125,1183.5,
888976,489.75,1193,
889180,493.375,1187.875,
889382,489.375,1184.25,
889585,492.875,1193.125,
889788,491.125,1183.25,
889992,489.75,1192.5,
890194,493.375,1188.5,
890397,489.5,1183.875,
890601,492.75,1193.125,
890804,491.875,1183.375,
891007,489.5,1191.875,
891210,493.25,1191.5,
891413,489.75,1183,
891616,492.125,1192.75,
891819,492.75,1183.875,
892022,489.25,1189.625,
892225,493.125,1193.375,
892428,490,1183,
892632,491.125,1192.375,
892836,493.25,1184.75,
893038,489.25,1185.75,
893241,493,1194.125,
893444,490.625,1183.25,
893647,490.25,1192.125,
893850,493.375,1185.875,
894054,489.25,1184.625,
894257,492.875,1194.125,
894482,491,1183.5,
894663,489.75,1191.75,
894866,493.375,1187.75,
895069,489.5,1183.375,
895273,492.625,1194,
895475,492.125,1184,
895678,489.375,1191.125,
895882,493.375,1190.375,
896084,489.625,1182.5,
896287,492.25,1193.875,
896491,492.625,1184.625,
896694,489.25,1190.125,
896897,493.25,1191.5,
897100,489.875,1182.125,
897303,491.875,1193.5,
897506,492.875,1185.25,
897711,489.25,1188.625,
897912,493.125,1192.625,
898115,490.125,1182.125,
898319,491,1193.125,
898522,493.25,1185.625,
898724,489.25,1186.875,
898929,493.125,1193,
899131,490.375,1182.125,
899334,490.5,1192.625,
899537,493.375,1186.5,
899741,489.25,1185.875,
899944,492.875,1193.5,
900147,490.75,1182.375,
900350,489.875,1192,
900552,493.375,1187.625,
900756,489.25,1184.75,
900959,492.75,1193.5,
901162,491.375,1182.25,
901365,489.5,1191.25,
901569,493.25,1189.375,
901771,489.375,1184,
901974,492.5,1193.375,
902178,492.25,1182.75,
902381,489.25,1190.25,
902584,493.25,1190.875,
902787,489.5,1183.25,
902990,492.125,1193.125,
903194,492.625,1183.5,
903396,489.25,1188.75,
903600,493.125,1191.5,
903802,489.75,1182.875,
904005,491.75,1193.25,
904209,492.875,1184,
904412,489.125,1187.625,
904616,493,1192,
904817,490,1182.625,
905021,491.25,1193.375,
905224,493,1184.25,
905426,489.25,1187.625,
905631,493.25,1191.75,
905834,490,1182.625,
906062,491.375,1193.125,
906239,493,1184.125,
906442,489.125,1187.375,
906645,493.25,1191.625,
906848,490.125,1182.625,
907051,491.125,1193.125,
907254,493.125,1185,
907458,489.25,1187,
907660,493.125,1192,
907864,490.125,1182.375,
908067,490.625,1192.875,
908269,493.25,1185.75,
908473,489.25,1185.75,
908677,493,1192.75,
908879,490.375,1182.25,
909082,490.25,1192.5,
909297,493.375,1186.875,
909488,489.375,1185.25,
909691,493,1192.875,
909895,490.75,1182.25,
910098,489.875,1192,
910302,493.375,1188.625,
910504,489.5,1184.125,
910707,492.75,1193.125,
910910,491.75,1182.625,
911113,489.5,1191.5,
911316,493.25,1189.375,
911519,489.5,1184.125,
911722,492.625,1193.375,
911927,491.625,1182.75,
912129,489.5,1191,
912332,493.25,1189.375,
912534,489.5,1183.875,
912738,492.5,1193,
912941,492.25,1183,
913144,489.375,1190.25,
913348,493.25,1191.125,
913551,489.625,1183.5,
913754,492.125,1193.375,
913957,492.625,1183.625,
914160,489.25,1189.375,
914363,493.25,1191.25,
914566,489.625,1183,
914769,491.875,1193.375,
914972,492.75,1183.625,
915176,489.25,1188.875,
915379,493.25,1191.875,
915581,489.875,1183,
915784,491.625,1193.5,
915988,493,1184.25,
916191,489.25,1188.5,
916421,493.25,1191.75,
916597,489.875,1182.75,
916801,491.375,1193.5,
917003,493,1184.625,
917207,489.25,1187.75,
917410,493.125,1192.125,
917614,490,1182.875,
917817,491,1193.375,
918020,493.125,1185.375,
918222,489.25,1186.625,
918425,493.125,1192.25,
918629,490.125,1182.625,
918831,490.75,1193.125,
919035,493.125,1185.375,
919238,489.25,1185.875,
919440,493,1192.375,
919644,490.375,1182.125,
919846,490.25,1192.375,
920050,493.25,1186.125,
920253,489.25,1185,
920457,493,1192.375,
920660,490.625,1181.875,
920863,490,1192.125,
921066,493.25,1186.375,
921269,489.25,1184.875,
921472,492.875,1192.5,
921674,490.75,1181.625,
921878,489.875,1191.75,
922082,493.25,1186.75,
922284,489.375,1184.5,
922487,492.875,1192.625,
922690,490.875,1181.875,
922894,489.875,1191.625,
923097,493.25,1187.125,
923300,489.375,1184.25,
923503,492.75,1192.5,
923707,491.25,1182,
923910,489.625,1191,
924112,493.25,1187.5,
924315,489.25,1183.5,
924518,492.625,1192,
924722,491.625,1181.875,
924925,489.5,1190.25,
925128,493.125,1188.625,
925331,489.375,1183.375,
925535,492.5,1192.5,
925737,491.875,1182.125,
925940,489.375,1190.125,
926143,493.25,1189.5,
926348,489.5,1183,
926550,492.25,1192.625,
926753,492.25,1182.75,
926956,489.25,1189.5,
927159,493.125,1189.875,
927362,489.5,1182.75,
927565,492.125,1192.875,
927769,492.375,1182.625,
927971,489.25,1189.25,
928175,493.125,1190.125,
928379,489.625,1182.625,
928580,492,1193.25,
928784,492.5,1183.25,
928987,489.25,1188.75,
929191,493.125,1190.75,
929393,489.75,1182.625,
929596,491.875,1193.125,
929799,492.625,1183.25,
930002,489.25,1188.25,
930205,493,1191,
930409,489.875,1182.625,
930612,491.75,1193.125,
930814,492.875,1184,
931018,489.25,1187.75,
931222,493,1191.625,
931425,490,1182.5,
931627,491.25,1193,
931829,493,1183.75,
932033,489.125,1186.625,
932236,493,1192.125,
932439,490.125,1182.625,
932643,490.875,1193,
932845,493.125,1184.75,
933049,489.125,1185.875,
933252,493,1191.875,
933456,490.25,1182.375,
933658,490.625,1192.75,
933862,493.25,1185.375,
934064,489.125,1185.25,
934280,493,1191.875,
934470,490.25,1181.875,
934674,490.375,1192.125,
934877,493.25,1185.75,
935080,489.25,1184.625,
935283,492.875,1192.125,
935486,490.5,1182,
935690,490.25,1191.875,
935892,493.25,1186.125,
936095,489.25,1184.125,
936299,492.875,1192,
936502,490.75,1182,
936705,489.875,1191.375,
936908,493.25,1186.875,
937111,489.375,1183.125,
937314,492.75,1192,
937517,491.5,1182,
937720,489.5,1190.875,
937924,493.25,1189.25,
938126,489.5,1182.375,
938329,492.5,1192,
938533,492.125,1181.875,
938736,489.375,1190,
938939,493.25,1190,
939141,489.5,1182.125,
939346,492.375,1191.75,
939547,492.375,1182,
939752,489.375,1189.75,
939955,493.25,1190.375,
940158,489.625,1182.125,
940361,492,1191.875,
940564,492.5,1181.875,
940766,489.25,1189.625,
940983,493.25,1190.375,
941173,489.5,1182.25,
941377,492.25,1191.875,
941579,492.375,1182,
941782,489.25,1189.125,
941985,493.125,1190.625,
942189,489.5,1182.375,
942391,492.125,1192,
942594,492.5,1182.25,
942798,489.25,1188.875,
943001,493.125,1190.375,
943204,489.5,1182.375,
943407,492.125,1192.125,
943611,492.375,1182.125,
943812,489.25,1189.125,
944016,493.25,1190.25,
944219,489.5,1182.125,
944422,492,1191.75,
944626,492.375,1182.125,
944830,489.25,1188.75,
945031,493.25,1190.625,
945235,489.625,1182.375,
945437,491.875,1192,
945640,492.625,1182.25,
945862,489.125,1188.875,
946047,493.125,1190.25,
946251,489.5,1182.375,
946453,492,1192.125,
946656,492.625,1182.5,
946860,489.25,1188,
947063,493.125,1190.75,
947265,489.625,1182.25,
947469,491.75,1191.875,
947672,492.625,1182.625,
947875,489.25,1187.75,
948078,493,1190.875,
948281,489.75,1182.25,
948484,491.5,1192,
948687,492.875,1182.75,
948890,489.125,1186.75,
949094,493,1191.25,
949297,489.875,1182.25,
949501,491,1192,
949704,493,1183.125,
949906,489.25,1185.25,
950109,492.875,1191.375,
950312,490,1182.125,
950515,490.625,1192,
950737,493.125,1183.875,
950921,489.25,1184.5,
951125,492.875,1191.75,
951328,490.25,1182.125,
951530,490.375,1191.75,
951734,493.125,1183.875,
951938,489.25,1184,
952140,492.875,1191.5,
952344,490.25,1182,
952561,490.125,1191.375,
952750,493.25,1184.875,
952952,489.25,1182.875,
953160,492.75,1191.625,
953359,490.625,1182.125,
953562,489.875,1191.5,
953766,493.125,1186.125,
953968,489.375,1182.5,
954172,492.625,1191.875,
954375,491.125,1182.125,
954578,489.5,1190.875,
954782,493.125,1187,
954984,489.375,1181.875,
955188,492.5,1191.875,
